pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbincl,pl_insol,pl_eqt,pl_imppar,pl_trandur,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2,st_teff,st_tefferr1,st_tefferr2,st_logg,st_loggerr1,st_loggerr2,st_met,st_meterr1,st_meterr2,st_dens,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w4mag,sy_gaiamag,sy_tmag,sy_snum,sy_pnum,sy_mnum,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_pm,sy_pmra,sy_pmdec,glon,glat,orbital_size_score,stellar_scale_score,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec,pl_rade,pl_bmasse,orbital_speed_proxy,eccentricity_mass_interaction,log_orbper
,,,,,,,,31.267,,,,,,,0.8964767323505491,0.051,-0.048,5499.660908249166,110.0,-110.0,,,,,,,,15.749690678324548,0.115,-0.115,,,,14.306,0.029,-0.029,13.852,0.038,-0.038,13.73,0.047,-0.047,13.788,0.024,-0.024,13.818,0.031,-0.031,13.05,,,8.708,15.5455,15.0348,1,3,0,1049.395354350037,36.26,-33.93,0.936665,14.1299072,-4.78344,13.2956,73.203,14.86746,,,0.0,0.0,0.0,0.0,0.0,0.0,2.549,15.2,,,
2.735903375,4.797e-06,-4.797e-06,0.0361,,,0.0,89.95,312.39,1072.0,0.0532,1.9765,0.8408165049764763,0.079,-0.096,0.7873613333916425,0.171,-0.056,5308.78202781697,170.0,-137.0,4.599,0.027,-0.141,-0.16,0.34,-0.28,3.16386,14.745645814239646,0.092,-0.092,15.657,0.244,-0.244,13.278,0.026,-0.026,12.873,0.03,-0.03,12.75,0.026,-0.026,12.725,0.023,-0.023,12.774,0.024,-0.024,13.247,0.513,-0.513,9.313,14.6031,14.0436,1,2,0,593.2243971931961,6.565,-6.565,1.62234,26.5537114,-18.5031,-19.0456,81.86816,10.05858,1.9259623625,1.61,0.0,0.0,0.0,0.0,0.0,0.0,1.58,3.33,75.78679709141274,0.0,0.43710075516601365
16.2824910032,2.20522e-05,-2.20522e-05,,,,,,,,,,0.7298953672335888,,,0.728455501303141,,,4603.987281250596,42.8,-42.8,4.54601,,,-0.2635,0.0413,-0.0413,2.397297,14.074601498878726,0.114,-0.114,15.232,0.0,0.0,12.255,0.029,-0.029,11.733,0.032,-0.032,11.639,0.023,-0.023,11.578,0.023,-0.023,11.634,0.021,-0.021,11.639,0.14,-0.14,9.244,13.8433,13.199,1,2,0,208.05288696668384,1.1135,-1.1135,3.4785,50.2641076,10.3679,-49.1832,71.00646,17.44261,,1.4830329999999998,0.0,0.0,0.0,0.0,0.0,0.0,2.302,4.08,,,1.2117208468791818
828.0,8.1,-8.1,1.65,0.03,-0.03,0.05,,,,,,0.9058396231908172,0.04,-0.04,0.9038660784813066,0.01,-0.01,5641.918938909417,15.0,-15.0,4.46,0.02,-0.02,-0.26,,,,7.944202265665209,0.019,-0.019,8.448,0.0967523,-0.0967523,6.57,0.03,-0.03,6.243,0.04,-0.04,6.163,0.021,-0.021,,,,,,,,,,,7.61066,7.1646,1,1,0,112.55927794894848,0.0681,-0.0678,29.2163,347.3074549,313.484,149.5,54.00797,-88.32478,580.0949999999999,1.82,1.0,2.0,2.0,0.0,0.0,0.0,2.302,257.4423,501.81818181818187,0.04529198115954086,2.9180303367848803
0.7365445,1.4e-06,-1.5e-06,0.01583,0.00024,-0.00024,0.036,,,,,,0.972840096205505,0.045056,-0.045056,1.0232606403015467,0.020816,-0.020816,5298.652983327163,80.51,-80.51,4.458131,0.03166,-0.03166,0.3833,0.055,-0.055,,5.991218874489988,0.023,-0.023,6.816,0.019,-0.019,4.768,0.244,-0.244,4.265,0.234,-0.234,4.015,0.036,-0.036,,,,,,,,,,,5.72973,5.2058,2,7,0,49.055948569746064,0.0124,-0.0123,79.4274,539.1329986,-485.872,-233.651,196.79526,37.69663,0.52033015,1.939119,1.0,9.0,11.0,19.0,4.0,0.0,2.302,7.99,46.52839545167404,0.035022243463398176,-0.132801009146377
7.387066,0.000277,-0.000282,,,,,88.67479,,,,,0.6245033484357142,0.018678,-0.018231,0.649054651067952,0.016019,-0.013848,4396.100796899923,50.0,-50.0,4.73,0.1,-0.1,-0.44,0.08,-0.08,,12.673432592294748,0.069,-0.069,14.154,0.057,-0.057,10.508,0.023,-0.023,9.917,0.025,-0.025,9.712,0.021,-0.021,9.678001,0.023,-0.023,9.724,0.021,-0.021,9.631,0.041,-0.041,8.58,12.4013,11.6297,1,1,0,92.02644604296056,0.777,-0.766,9.68518,37.0500489,36.1295,-8.20764,318.5586,47.99348,,1.199364,0.0,0.0,0.0,0.0,0.0,0.0,1.79540442,4.54,,,0.8684719792575859
3.4462039,2.017e-05,-2.017e-05,0.0393,,,0.0,89.38,251.24,1015.0,0.1831,2.001,0.6744302497395389,0.123,-0.036,0.6959334656085723,0.215,-0.073,5384.686160293358,172.0,-146.0,4.555,0.076,-0.478,-0.68,0.36,-0.28,3.54402,13.978101482257983,0.103,-0.103,14.786,0.123,-0.123,12.536,0.021,-0.021,12.123,0.017,-0.017,12.052,0.016,-0.016,11.999,0.024,-0.024,12.017,0.022,-0.022,11.932,0.149,-0.149,9.613,13.8344,13.3037,1,2,0,1667.2707094963132,5.4865,-5.4865,1.91179,6.5621062,4.46309,-4.81062,78.66806,15.9007,2.42413273,1.401,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.315,87.68966666666667,0.0,0.5373409695789659
5.508023,6e-06,-6e-06,0.05596,0.00074,-0.00074,0.087,88.8,,,,,0.7807925468275582,0.031,-0.031,0.7849968614465621,0.037,-0.037,4843.259763982985,80.0,-80.0,,,,0.1,0.08,-0.08,,12.47237310681644,0.069,-0.069,13.662,0.053,-0.053,10.822,0.02,-0.02,10.34,0.019,-0.019,10.234,0.017,-0.017,10.195,0.023,-0.023,10.253,0.019,-0.019,10.154,0.052,-0.052,8.915,12.3682,11.733,1,1,0,202.419335961082,0.61,-0.605,6.16693,39.2955032,-14.0729,-36.6891,55.652,35.56176,3.8724040999999993,1.519,0.0,1.0,0.0,4.0,5.0,0.0,11.152955,62.61,98.42785918513222,0.06792895157399756,0.7409957450838383
2127.60566,1.49376,-1.55088,3.226,0.131,-0.144,0.357,104.559,,,,,0.990073193282048,0.125,-0.125,,,,,,,,,,,,,,5.933192274853018,0.023,-0.023,6.699,0.021,-0.021,4.905,0.228,-0.228,4.384,0.076,-0.076,4.211,0.036,-0.036,4.22,0.267,-0.267,4.087,0.106,-0.106,4.224,0.015,-0.015,4.181,5.74796,5.2725,2,2,0,125.36329875103812,0.10605,-0.10605,23.5819,161.8424176,-77.6702,-141.987,204.31771,-13.83753,1490.2917619999998,,1.0,11.0,2.0,0.0,0.0,0.0,2.302,3299.05886466,659.5181835089895,0.3534561300016911,3.3278911369895363
2.507896,4.6e-06,-4.6e-06,,,,,,,,,,,,,,,,,,,,,,,,,,12.866335657838272,0.08,-0.08,13.517,0.055,-0.055,11.601,0.023,-0.023,11.272,0.021,-0.021,11.219,0.022,-0.022,11.137,0.023,-0.023,11.166,0.021,-0.021,11.26,0.133,-0.133,9.275,12.8203,12.355,1,1,0,774.63415790828,33.463,-30.723,1.33157,11.4994338,-7.76313,-8.48356,110.71755,-25.35493,,,0.0,0.0,0.0,0.0,0.0,0.0,2.302,1369.8473,,,0.3993095227636976
2850.0,430.0,-290.0,5.3,0.6,-0.4,0.697,,,,,,,,,10.828055712581651,,,4846.984306160977,122.0,-122.0,,,,,,,,6.723158027032811,0.023,-0.023,7.575,0.018,-0.018,4.718,0.037,-0.037,4.448,0.22,-0.22,4.097,0.036,-0.036,4.044,0.4,-0.4,3.876,0.186,-0.186,4.074,0.014,-0.014,4.024,6.23751,5.62574,1,1,0,66.86641162736818,0.845,-0.835,7.01247,52.0525535,-32.0792,-40.9926,147.04613,-35.05762,1996.59,,1.0,0.0,0.0,0.0,0.0,0.0,2.302,4862.7746271,537.7358490566038,,3.45484486000851
4.08141797,2.93e-06,-2.93e-06,,,,,,,,,2.5181,0.7196095966883106,0.081276,-0.100171,0.697979909525114,0.052372,-0.056673,4639.067515808211,132.56,-156.4,4.70524,0.092344,-0.129847,0.0528,0.0146,-0.0146,4.172085,13.680738014985245,0.08,-0.08,14.71,0.034,-0.034,11.514,0.021,-0.021,10.932,0.022,-0.022,10.794,0.018,-0.018,10.728,0.023,-0.023,10.787,0.02,-0.02,10.678,0.074,-0.074,8.791,13.2351,12.5199,1,3,0,218.9569505442957,0.538,-0.535,5.6095,44.396093,30.6636,-32.1054,72.746,11.16571,,1.3481489999999998,0.0,0.0,0.0,0.0,0.0,0.0,2.302,0.749,,,0.610811072295845
12.3860474,0.0001587,-0.0001587,0.0983,,,0.0,89.01,50.23,679.0,0.538,2.604,0.8187908182083272,0.053,-0.029,0.8830707828833969,0.049,-0.084,5131.4982041922085,84.0,-76.0,4.457,0.091,-0.039,0.18,0.15,-0.15,3.72033,14.99379614449987,0.126,-0.126,15.83,0.085,-0.085,13.335,0.023,-0.023,12.94,0.021,-0.021,12.862,0.029,-0.029,12.83,0.024,-0.024,12.874,0.024,-0.024,12.501,,,9.507,14.7628,14.1787,1,2,0,632.6157435700628,7.6335,-7.6335,1.52647,1.4442303,-1.35605,-0.49692,83.21827,13.78271,8.69972318,1.71,0.0,0.0,0.0,0.0,0.0,0.0,1.11,3.3,126.00251678535098,0.0,1.0929327376725073
9.95667035,5.854e-05,-5.854e-05,,,,,,,,,,1.0704241653023103,,,1.2130959464543485,,,5830.727932631268,123.0,-123.0,4.38483,,,,,,1.144773,15.50785753999269,0.172,-0.172,16.233,0.0,0.0,14.232,0.028,-0.028,13.875,0.034,-0.034,13.915,0.065,-0.065,13.812,0.025,-0.025,13.83,0.032,-0.032,12.796,,,9.433,15.2743,14.8144,1,1,0,1389.9020147153703,64.84,-59.3,0.704679,7.5788054,-3.44101,-6.75261,71.4697,17.37988,,2.13946,0.0,0.0,0.0,0.0,0.0,0.0,2.302,7.8,,,0.9981141285457694
0.928310498,2.197e-06,-2.197e-06,,,,,,,,,1.3,0.6472907718776529,0.028,-0.023,0.5882941260429496,0.02,-0.019,4222.024246015083,40.9,-33.57,4.67,0.014,-0.013,-0.09,0.105,-0.081,,16.73115469810703,1.133,-1.133,17.69,0.065,-0.065,13.937,0.026,-0.026,13.306,0.026,-0.026,13.105,0.033,-0.033,13.081,0.025,-0.025,13.123,0.027,-0.027,12.555,0.425,-0.425,8.927,15.8612,15.0574,1,1,0,1633.6293456242972,9.2435,-9.2435,1.95791,5.8201457,2.11571,5.42198,71.21092,10.22219,,1.27,0.0,0.0,0.0,0.0,0.0,0.0,1.28,2.18,,,-0.03230673820585852
11.62075439967,7.01485e-05,-7.01485e-05,,,,,,239.2815,1003.11,,5.6290584,,,,1.3916009827781006,0.06407,-0.06407,6337.111304025609,134.96,-134.96,4.24509,0.092576,-0.092576,,,,,8.888957725922669,0.002,-0.002,9.381,0.031,-0.031,7.896,0.018,-0.018,7.655,0.016,-0.016,7.629,0.02,-0.02,7.563,0.031,-0.031,7.594,0.02,-0.02,7.607,0.019,-0.019,7.517,8.76412,8.40302,1,2,0,117.28310623676386,0.318,-0.316,9.23914,47.0623135,14.7553,44.6894,40.17116,34.38475,,,0.0,0.0,0.0,0.0,0.0,0.0,3.20755401,9.82,,,1.0652343226308143
18.65488288102,0.00010550051,-0.00010550051,,,,,,27.8321,585.81,,5.4431451,0.0,,,0.8713447523385472,0.051,-0.051,5145.803608963248,122.05,-122.05,4.49143,0.084277,-0.084277,,,,,11.61968581515883,0.024,-0.024,12.575,0.297,-0.297,10.294,,,10.003,0.035,-0.035,9.907,0.036,-0.036,9.749,0.023,-0.023,9.793,0.02,-0.02,9.791,0.032,-0.032,9.067,11.7291,11.1802,1,4,0,561.7623166183151,0.673,-0.669,5.87358,94.965742,-48.0239,81.928,102.34143,35.90788,,,0.0,0.0,0.0,0.0,0.0,0.0,4.38698775,5.4,,,1.2707925268002513
,,,2.7,,,,,,,,,0.377039557116115,0.04,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,3316.1147093756217,,,,,,,0.95823,-1.8212,,,12.0,0.0,0.0,0.0,0.0,0.0,2.302,21.0,,,
2.358952404,8.783e-06,-8.783e-06,0.033,,,0.0,87.91,630.43,1278.0,0.385,1.593,0.8635218922406147,0.061,-0.031,1.0413646680069255,0.124,-0.124,5273.518757420856,87.0,-71.0,4.385,0.132,-0.088,0.18,0.15,-0.15,4.01115,14.37984442494953,0.103,-0.103,14.779,0.066,-0.066,12.869,0.021,-0.021,12.496,0.018,-0.018,12.422,0.02,-0.02,12.275,0.023,-0.023,12.327,0.023,-0.023,11.98,0.207,-0.207,8.766,14.1363,13.6145,1,2,0,512.6869811891019,5.241,-5.241,1.7679,2.8981695,-2.66576,-1.13715,74.14976,15.218,1.6611666828,1.847,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.566,71.48340618181818,0.0,0.37271917832150353
7.05564542,4.91e-06,-4.91e-06,,,,,,,,,3.2705,0.8694079191645759,,,0.8067202954314338,,,5176.772391966342,122.0,-122.0,4.53583,,,,,,2.10652,16.29752723965329,0.069,-0.069,16.606,0.069,-0.069,14.537,0.028,-0.028,14.077,0.034,-0.034,13.97,0.057,-0.057,14.027,0.027,-0.027,14.075,0.037,-0.037,13.205,,,9.47,15.9419,15.3554,1,5,0,1051.7588195685776,45.79,-42.19,0.919771,7.4005744,7.06272,-2.21054,76.12806,9.2575,,1.718226,0.0,0.0,0.0,0.0,0.0,0.0,2.302,5.6,,,0.8485367472928748
18.00932214,1.014e-05,-1.014e-05,,,,,,,,,,0.997391171745878,,,1.0320081050635552,,,5607.219213221298,122.0,-122.0,4.36444,,,,,,1.098764,14.952247223155414,0.172,-0.172,15.58,0.022,-0.022,13.576,0.021,-0.021,13.215,0.023,-0.023,13.12,0.027,-0.027,13.105,0.024,-0.024,13.129,0.026,-0.026,12.492,,,9.382,14.7427,14.2584,1,1,0,3187.873957077067,22.951,-21.958,0.978727,12.3086729,-1.62601,-12.2008,77.81928,14.58257,,2.07301,0.0,0.0,0.0,0.0,0.0,0.0,2.302,23.7,,,1.2554973665453644
4.94278327,9.3e-07,-9.3e-07,0.059,,,0.0,86.52,,1097.0,0.599,3.382,1.1273461468924022,0.027,-0.027,1.0740402102631774,0.078,-0.078,5775.3405241315895,50.0,-50.0,4.42,0.1,-0.1,,,,,13.730871174395276,0.137,-0.137,14.662,0.016,-0.016,12.578,0.027,-0.027,12.282,0.031,-0.031,12.216,0.028,-0.028,11.941,0.023,-0.023,11.985,0.021,-0.021,11.84,0.161,-0.161,8.974,13.7136,13.2394,1,1,0,2283.877497527586,11.158,-11.158,1.32383,12.4363405,-2.77974,-12.1217,82.30359,12.15252,3.477648289,2.217,0.0,0.0,0.0,0.0,0.0,0.0,11.97,209.76,83.77598762711864,0.0,0.6939715680358101
16.54080322,4.111e-05,-4.111e-05,0.1126,,,0.0,89.95,19.71,537.0,0.0306,2.544,0.6890963454493763,0.081,-0.058,0.6238747171451747,0.095,-0.042,5080.844576141361,149.0,-134.0,4.662,0.029,-0.084,-0.58,0.34,-0.3,8.92788,13.984338598258365,0.092,-0.092,14.528,0.067,-0.067,12.33,0.022,-0.022,11.888,0.021,-0.021,11.817,0.02,-0.02,11.662,0.021,-0.021,11.754,0.02,-0.02,11.758,0.167,-0.167,9.022,13.7409,13.1773,1,1,0,,,,,33.6747461,-11.4444,-31.6704,70.42692,9.78974,11.612342254,1.338,0.0,0.0,0.0,0.0,0.0,0.0,1.26,3.02,146.89878525754884,0.0,1.2185565950317603
43.1312147,0.0003582,-0.0003582,,,,,,,,,,1.0905039250566244,,,0.9210643703460044,,,5956.209815849745,122.0,-122.0,4.52657,,,,,,1.833155,15.438282916300206,0.16,-0.16,16.125,0.013,-0.013,14.252,0.028,-0.028,13.935,0.034,-0.034,13.897,0.051,-0.051,13.926,0.026,-0.026,13.933,0.035,-0.035,12.16,,,8.786,15.3522,14.9117,1,4,0,1243.0057264643835,47.9,-44.62,0.752895,14.5297916,-3.39912,-14.1266,73.25046,12.21177,,2.032897,0.0,0.0,0.0,0.0,0.0,0.0,2.302,6.76,,,1.6347916893093786
23.646,0.2304,-0.2082,0.146,,,0.154,,,,,,0.7548842437589728,,,,,,,,,,,,,,,,7.955565805907377,0.03,-0.03,8.725,0.024,-0.024,6.115,0.018,-0.018,5.685,0.029,-0.029,5.537,0.023,-0.023,,,,,,,,,,,7.49558,6.9161,1,1,0,52.79894502715762,0.0218,-0.0217,50.8982,268.3808352,-62.6708,260.961,41.87586,-18.69708,16.596,,3.0,3.0,0.0,0.0,0.0,0.0,2.302,177.9848,161.95890410958907,0.1162521735388818,1.3737576852492468
20.99587872,7.662e-05,-7.662e-05,,,,,,,,,,0.5322138037683324,0.020604,-0.020604,0.4558325178691603,0.016129,-0.016129,3807.14244916422,157.0,-157.0,4.71346,0.0095,-0.0095,,,,5.039199,16.231455717291563,0.423,-0.423,18.001,0.167,-0.167,13.508,0.023,-0.023,12.897,0.024,-0.024,12.648,0.021,-0.021,12.573,0.024,-0.024,12.519,0.023,-0.023,12.666,0.443,-0.443,9.448,15.8133,14.7983,1,3,0,277.1805468974131,2.9175,-2.9175,3.65228,18.4991328,0.0348401,-18.4991,76.34485,10.1981,,1.051995,0.0,0.0,0.0,0.0,0.0,0.0,2.302,12.0946,,,1.3221340554569865
14.07971466,2.871e-05,-2.871e-05,0.1105,,,0.0,89.95,54.93,694.0,0.0309,1.3354,0.0,0.094,-0.075,0.8464870776695224,0.348,-0.078,5515.689242719843,146.0,-134.0,4.503,0.049,-0.265,-0.04,0.26,-0.26,51.60447,12.980852702254865,0.02,-0.02,13.564,0.066,-0.066,11.159,0.019,-0.019,10.83,0.021,-0.021,10.793,0.02,-0.02,10.714,0.023,-0.023,10.768,0.021,-0.021,10.811,0.082,-0.082,9.315,,12.034,2,1,0,366.8472272108178,,,,36.2232619,8.44369,-35.2254,70.40593,10.84999,9.888950261999998,1.79,0.0,0.0,0.0,0.0,0.0,0.0,1.15,2.83,127.41823221719457,0.0,1.148593853467801
50.6985408,0.000266,-0.000266,0.2765,,,0.0,89.88,29.58,595.0,0.137,5.972,1.0922778400680038,0.107,-0.08,1.4532985403930905,0.233,-0.284,5893.159222797029,79.0,-79.0,4.151,0.162,-0.108,0.14,0.15,-0.15,2.08861,14.714643111184143,0.046,-0.046,15.434,0.016,-0.016,13.539,0.023,-0.023,13.242,0.026,-0.026,13.218,0.03,-0.03,13.167,0.023,-0.023,13.23,0.025,-0.025,12.545,,,9.252,14.596,14.1656,1,2,0,3273.452133924659,22.9,-21.929,0.962587,2.9476216,-0.846691,-2.8234,80.09004,10.77346,35.57192856,2.549,0.0,0.0,0.0,0.0,0.0,0.0,3.58,8.0,183.35819457504522,0.0,1.7049954596957073
55.01307,0.00064,-0.00064,0.28,0.05,-0.05,0.68,,,,,,0.0,0.08,-0.08,1.0240192200772844,0.02,-0.02,5368.001583773615,36.0,-36.0,4.32,0.04,-0.04,0.29,,,,8.7871054872271,0.03,-0.03,9.432,0.041,-0.041,7.266,0.02,-0.02,6.916,0.031,-0.031,6.815,0.021,-0.021,6.832,0.063,-0.063,6.822,0.02,-0.02,6.836,0.016,-0.016,6.845,8.46192,7.955,1,2,0,52.80102143571151,0.1143,-0.1137,21.345,252.7602573,52.4663,-247.255,199.1055,-12.89566,38.593149,1.63,1.0,4.0,1.0,0.0,0.0,0.0,2.302,854.9627,196.47525,0.0,1.7404658813950822
0.571038518,4.22e-07,-4.22e-07,0.01285,7e-05,-7e-05,,,2277.9,,,,0.8736731505320858,0.011,-0.016,0.8415070209054247,0.021,-0.021,5172.006879429561,60.0,-60.0,,,,0.2,0.04,-0.04,1.78,14.17719314337544,0.057,-0.057,15.421,0.067,-0.067,12.683,0.023,-0.023,12.24,0.018,-0.018,12.152,0.022,-0.022,12.126,0.022,-0.022,12.207,0.021,-0.021,12.359,0.293,-0.293,9.396,14.1282,13.5378,1,1,0,423.2680824240129,4.232,-4.232,2.30347,6.7335247,3.67366,5.6431,71.50234,10.92346,0.4035819626,1.643,0.0,0.0,0.0,0.0,0.0,0.0,1.236,2.36,44.438795175097276,,-0.2433345964990504
6.25725,0.00017,-0.00025,,,,0.117,89.42,,,0.15,3.27,1.0278866079990656,0.027,-0.027,0.96049144768845,0.036,-0.036,5783.505277183115,50.0,-50.0,4.47,0.04,-0.04,0.07,0.06,-0.06,1.564907,9.498205380723633,0.003,-0.003,10.159,0.041,-0.041,8.363,0.02,-0.02,8.088,0.018,-0.018,8.034,0.021,-0.021,7.954,0.026,-0.026,7.986,0.02,-0.02,7.961,0.019,-0.019,8.041,9.36789,8.9361,1,6,0,290.86222217090705,0.1583,-0.1577,11.8003,10.2137503,0.93678,-10.1707,123.40032,52.27052,,1.99,0.0,0.0,0.0,0.0,0.0,0.0,2.879,6.32,,0.12026273313589068,0.796383506975522
,,,55.7,2.5,-2.5,,,,1000.0,,,1.5957941613089277,,,,,,,,,,,,,,,,7.415155446907906,0.03,-0.03,7.595,0.025,-0.025,6.906,0.019,-0.019,6.867,0.047,-0.047,6.789,0.021,-0.021,6.717,0.067,-0.067,6.745,0.02,-0.02,6.692,0.015,-0.015,5.475,7.30915,7.1448,1,1,0,90.96625129927644,0.2443,-0.2431,11.5684,43.0516439,-41.1358,12.7,292.80268,-8.07541,,,1.0,0.0,0.0,0.0,0.0,1.0,2.302,1589.0,,,
122.8808058,0.000709,-0.000709,0.47726,0.00251,-0.00251,,,2.6,,,,0.9440025626714624,0.009,-0.021,0.8148473331870236,0.022,-0.021,5443.795398747285,60.0,-60.0,,,,0.18,0.04,-0.04,1.48,13.94544638385536,0.057,-0.057,14.699,0.166,-0.166,12.521,0.021,-0.021,12.207,0.017,-0.017,12.124,0.022,-0.022,12.101,0.022,-0.022,12.171,0.021,-0.021,12.956,0.477,-0.477,9.454001,13.7635,13.2609,1,1,0,1500.138610436287,3.8115,-3.8115,2.01436,9.4728872,8.20088,4.74143,82.7281,13.10893,86.15974206,1.815,0.0,0.0,0.0,0.0,0.0,0.0,2.86,9.32,257.47141139001803,,2.089484050615058
2.382951591,2.808e-06,-2.808e-06,,,,,,,,,,0.9142444242346308,,,1.0046592902328613,,,5354.786368663232,115.13,-115.13,4.43699,,,0.2107,0.0137,-0.0137,1.472394,15.095241256559753,0.492,-0.492,15.94,0.038,-0.038,13.879,0.024,-0.024,13.527,0.028,-0.028,13.518,0.048,-0.048,13.42,0.024,-0.024,13.48,0.029,-0.029,12.906,,,9.215,15.1377,14.6108,1,5,0,2889.5423360732,22.0875,-22.0875,1.07762,6.606382,0.190322,6.60364,75.61681,11.39306,,1.865127,0.0,0.0,0.0,0.0,0.0,0.0,2.302,885.098,,,0.37711521986424085
12.6109708,0.0002013,-0.0002013,0.11097,0.00151,-0.00151,,,209.6,,,,1.1387736771586077,0.044,-0.049,1.515023341090754,0.051,-0.049,5953.448334859283,60.0,-60.0,,,,0.1,0.04,-0.04,0.34,14.21447373540885,0.195,-0.195,15.099,0.023,-0.023,12.786,0.023,-0.023,12.475,0.022,-0.022,12.416,0.023,-0.023,12.426,0.023,-0.023,12.454,0.023,-0.023,12.923,0.542,-0.542,9.356,13.9151,13.4473,1,2,0,1027.519351044198,25.965,-25.965,0.931192,8.1468003,-7.37168,-3.46824,70.40788,13.05555,8.86097056,2.6630000000000003,0.0,0.0,0.0,0.0,0.0,0.0,1.548,2.96,113.64306389114175,,1.100748520106357
201.12147374,1.873e-05,-1.873e-05,,,,,,,,,10.1637,1.0075830421455636,0.147024,-0.106198,0.9788123481210386,0.040628,-0.055136,5713.292781675877,85.62,-147.68,4.46126,0.054956,-0.09625,0.064,0.069,-0.069,1.519821,13.565545236379316,0.16,-0.16,14.801,0.042,-0.042,12.181,0.022,-0.022,11.845,0.019,-0.019,11.772,0.018,-0.018,11.718,0.022,-0.022,11.749,0.021,-0.021,11.676,0.136,-0.136,9.287,13.3216,12.8535,1,1,0,1675.2461968853438,3.267,-3.223,2.04531,21.7937685,-2.93819,-21.5948,77.78923,19.68957,,1.988509,0.0,0.0,0.0,0.0,0.0,0.0,2.302,4.98,,,2.3034584426947307
8.09708185596,0.0026823257,-0.0026823257,,,,,,5.3632,388.13,,3.127852,,,,0.4807917490695292,0.011378,-0.011378,3394.890514816516,157.0,-157.0,4.84373,0.002144,-0.002144,,,,,15.60385887340229,0.066,-0.066,17.102,0.12,-0.12,11.599,0.03,-0.03,11.033,0.03,-0.03,10.765,0.02,-0.02,10.628,0.022,-0.022,10.509,0.02,-0.02,10.446,0.053,-0.053,9.269,14.4005,13.1717,1,1,0,80.05825369918674,0.1733,-0.1724,13.6073,66.6593216,-15.7213,-64.7789,96.29363,7.12331,,,0.0,0.0,0.0,0.0,0.0,0.0,2.63540428,19.5,,,0.908328529718571
4.14451776,1.336e-05,-1.336e-05,,,,,,,,,2.3683,0.7726767436043814,0.037,-0.043,0.8105981763975781,0.031,-0.038,4924.586068683372,72.73,-72.83,4.6,0.024,-0.04,-0.04,0.147,-0.178,,16.127276892394843,1.133,-1.133,16.994,0.117,-0.117,14.113,0.025,-0.025,13.606,0.026,-0.026,13.464,0.033,-0.033,13.438,0.025,-0.025,13.535,0.03,-0.03,12.388,,,9.343,15.6622,15.0097,1,2,0,2472.7415980651485,20.15,-19.136,1.31106,10.5917218,-2.31694,-10.3352,73.01252,11.55622,,1.52,0.0,0.0,0.0,0.0,0.0,0.0,1.46,2.45,,,0.6174740050057245
2.47061437,9e-08,-9e-08,,,,0.0,83.89,,1466.0,,,1.0433221592853898,0.062,-0.062,0.9939384566499494,0.031,-0.031,5808.263758059186,73.0,-73.0,4.457,0.027,-0.027,0.06,0.08,-0.08,,11.139751042444027,0.011,-0.011,11.855,0.164,-0.164,10.232,0.02,-0.02,9.92,0.026,-0.026,9.846,0.022,-0.022,9.781,0.023,-0.023,9.792,0.02,-0.02,9.746,0.033,-0.033,8.804,11.2819,10.854,2,1,0,211.07811498179603,1.05,-1.039,4.61543,5.4639005,5.21852,1.61903,79.84865,17.8079,,2.051,45.0,4.0,0.0,5.0,2.0,0.0,13.775861,473.5667,,0.0,0.39280496310712204
16.5141282,3.25e-05,-3.25e-05,0.1245,,,0.0,89.95,79.78,762.0,0.1148,4.1189,0.9443911880042292,0.144,-0.094,1.1102365205659372,0.383,-0.165,5892.31981498482,173.0,-183.0,4.35,0.129,-0.239,-0.16,0.28,-0.28,2.14263,15.41482212811818,0.275,-0.275,16.292,0.067,-0.067,13.96,0.031,-0.031,13.596,0.029,-0.029,13.632,0.042,-0.042,,,,,,,,,,,15.216,14.6847,1,4,0,920.3902986063122,27.219,-25.73,1.05376,13.9679049,-3.18129,-13.6008,77.9071,9.55133,11.597239739999996,2.015,0.0,0.0,0.0,0.0,0.0,0.0,3.59,8.1,132.6436,0.0,1.2178556517226804
